method,block_rows,degree,distribution,locality,rhs,seed,gpu_median_ms,gpu_p95_ms,hot_median_ms,hot_p95_ms,useful_gflops,launches,workspace_bytes
row_owned_scalar,1024,2,low,local,32,1,0.11702,0.12352,0.12210,0.13680,1140.97460,1,0
scalar_csr_cusparse,1024,2,low,local,32,1,0.38800,0.40285,0.39370,0.41780,344.12733,1,0
slot_grouped_cublas,1024,2,low,local,32,1,0.26806,0.33411,0.28530,0.36600,498.09528,2,0
row_owned_ilp4,1024,2,low,local,64,1,0.12774,0.12934,0.13260,0.14050,2090.45284,1,0
row_owned_scalar,1024,2,low,local,64,1,0.22608,0.22627,0.23110,0.23250,1181.18726,1,0
scalar_csr_cusparse,1024,2,low,local,64,1,0.76230,1.57712,0.76930,1.58290,350.31013,1,0
slot_grouped_cublas,1024,2,low,local,64,1,0.26160,0.26291,0.26640,0.26890,1020.80592,2,0
row_owned_ilp4,1024,4,low,local,8,1,0.06256,0.07763,0.06730,0.08780,1072.30282,1,0
row_owned_scalar,1024,4,low,local,8,1,0.06822,0.08506,0.07600,0.89930,983.27958,1,0
scalar_csr_cusparse,1024,4,low,local,8,1,0.26285,0.27398,0.27730,1.12090,255.21696,1,0
slot_grouped_cublas,1024,4,low,local,8,1,0.51261,1.37747,0.51800,1.38480,130.86660,4,0
row_owned_ilp4,1024,4,low,local,16,1,0.07891,0.08086,0.08470,0.10040,1700.20444,1,0
row_owned_scalar,1024,4,low,local,16,1,0.11485,0.11661,0.11970,0.12170,1168.20950,1,0
scalar_csr_cusparse,1024,4,low,local,16,1,0.40416,0.42035,0.40900,0.42520,331.96390,1,0
slot_grouped_cublas,1024,4,low,local,16,1,0.49539,0.51398,0.50050,0.51950,270.82902,4,0
row_owned_ilp4,1024,4,low,local,32,1,0.13117,0.13203,0.13610,0.14240,2045.72053,1,0
row_owned_scalar,1024,4,low,local,32,1,0.21418,0.22416,0.21930,1.08650,1252.86240,1,0
scalar_csr_cusparse,1024,4,low,local,32,1,0.79917,0.80797,0.80720,0.82520,335.76552,1,0
slot_grouped_cublas,1024,4,low,local,32,1,0.52198,0.52486,0.52690,0.53000,514.06378,4,0
row_owned_ilp4,1024,4,low,local,64,1,0.24288,0.33213,0.24840,1.16730,2209.59366,1,0
row_owned_scalar,1024,4,low,local,64,1,0.41286,0.42525,0.41920,0.44280,1299.86173,1,0
scalar_csr_cusparse,1024,4,low,local,64,1,1.57059,2.43008,1.58120,2.43600,341.69670,1,0
slot_grouped_cublas,1024,4,low,local,64,1,0.55248,0.57126,0.55760,0.59060,971.37657,4,0
row_owned_ilp4,1024,8,low,local,8,1,0.21853,0.23526,0.22380,0.24610,614.93981,1,0
row_owned_scalar,1024,8,low,local,8,1,0.20083,0.20134,0.20550,0.20640,669.12430,1,0
scalar_csr_cusparse,1024,8,low,local,8,1,0.52467,1.37587,0.53030,1.38080,256.12492,1,0
slot_grouped_cublas,1024,8,low,local,8,1,1.01699,1.80342,1.02240,1.81000,132.13631,8,0
