method,block_rows,degree,distribution,locality,rhs,seed,gpu_median_ms,gpu_p95_ms,hot_median_ms,hot_p95_ms,useful_gflops,launches,workspace_bytes
slot_grouped_cublas,1024,4,low,local,32,1,0.52090,1.32122,0.52600,1.32670,515.13747,4,0
row_owned_hybrid,1024,4,low,local,64,1,0.24102,0.24243,0.24650,0.25330,2226.60858,1,0
row_owned_scalar,1024,4,low,local,64,1,0.41283,0.41318,0.41830,0.41930,1299.96251,1,0
scalar_csr_cusparse,1024,4,low,local,64,1,1.59731,1.60182,1.63190,2.32980,335.98077,1,0
slot_grouped_cublas,1024,4,low,local,64,1,0.53914,1.44822,0.54500,1.45490,995.41882,4,0
row_owned_hybrid,1024,8,low,local,8,1,0.20090,0.21658,0.20600,0.22730,668.91114,1,0
row_owned_scalar,1024,8,low,local,8,1,0.19968,0.20173,0.20580,0.20710,672.98461,1,0
scalar_csr_cusparse,1024,8,low,local,8,1,0.52410,0.52771,0.52950,0.53360,256.40639,1,0
slot_grouped_cublas,1024,8,low,local,8,1,1.03571,1.90387,1.04240,1.91210,129.74801,8,0
row_owned_hybrid,1024,8,low,local,16,1,0.32877,0.34861,0.33460,1.22070,817.48573,1,0
row_owned_scalar,1024,8,low,local,16,1,0.35392,0.59066,0.36000,0.61670,759.38948,1,0
scalar_csr_cusparse,1024,8,low,local,16,1,0.82576,1.09725,0.83210,1.10280,325.47367,1,0
slot_grouped_cublas,1024,8,low,local,16,1,1.10618,1.11485,1.13180,1.94110,242.96598,8,0
row_owned_hybrid,1024,8,low,local,32,1,0.42323,0.45120,0.42850,1.21590,1270.05114,1,0
row_owned_scalar,1024,8,low,local,32,1,0.68554,1.56448,0.69230,1.57020,784.09631,1,0
scalar_csr_cusparse,1024,8,low,local,32,1,1.65072,2.49997,1.66720,2.50710,325.63140,1,0
slot_grouped_cublas,1024,8,low,local,32,1,1.05270,1.06166,1.06170,1.84000,510.61484,8,0
row_owned_hybrid,1024,8,low,local,64,1,0.81373,0.82637,0.84000,0.89120,1321.14488,1,0
row_owned_scalar,1024,8,low,local,64,1,1.43194,1.46570,1.45640,2.27840,750.76856,1,0
scalar_csr_cusparse,1024,8,low,local,64,1,3.43187,4.25949,3.58290,4.26720,313.25544,1,0
slot_grouped_cublas,1024,8,low,local,64,1,1.14288,1.15910,1.17210,1.95910,940.65219,8,0
row_owned_hybrid,1024,16,low,local,8,1,0.48406,0.53734,0.48930,1.39050,552.19302,1,0
row_owned_scalar,1024,16,low,local,8,1,0.48211,1.38048,0.48830,1.38600,554.42879,1,0
scalar_csr_cusparse,1024,16,low,local,8,1,0.88416,1.63149,0.89190,1.63650,302.31720,1,0
slot_grouped_cublas,1024,16,low,local,8,1,2.05571,3.01430,2.06170,3.02050,130.02637,16,0
row_owned_hybrid,1024,16,low,local,16,1,0.63878,0.65680,0.65620,1.43810,836.89251,1,0
row_owned_scalar,1024,16,low,local,16,1,0.85882,1.66602,0.86390,1.67190,622.47736,1,0
scalar_csr_cusparse,1024,16,low,local,16,1,1.48797,1.49933,1.51990,2.31580,359.27758,1,0
slot_grouped_cublas,1024,16,low,local,16,1,2.14493,3.07907,2.17290,3.10660,249.23612,16,0
row_owned_hybrid,1024,16,low,local,32,1,0.94979,0.96544,0.98550,1.64740,1125.70651,1,0
row_owned_scalar,1024,16,low,local,32,1,1.65510,1.67827,1.68090,2.51150,645.99387,1,0
scalar_csr_cusparse,1024,16,low,local,32,1,3.09846,4.31600,3.12350,4.35020,345.07003,1,0
slot_grouped_cublas,1024,16,low,local,32,1,2.18138,3.07158,2.20800,3.10100,490.14341,16,0
row_owned_hybrid,1024,16,low,local,64,1,1.65763,2.41859,1.95490,2.42600,1290.01742,1,0
row_owned_scalar,1024,16,low,local,64,1,3.43085,4.17472,3.43900,4.18670,623.27862,1,0
scalar_csr_cusparse,1024,16,low,local,64,1,6.65571,6.84614,6.66610,6.85750,321.28405,1,0
slot_grouped_cublas,1024,16,low,local,64,1,2.22982,3.11373,2.29570,3.14190,958.98783,16,0
row_owned_hybrid,1024,2,low,random,8,1,0.04240,0.06435,0.07230,0.09060,788.19021,1,0
row_owned_scalar,1024,2,low,random,8,1,0.04048,0.04122,0.06300,0.06310,825.57472,1,0
scalar_csr_cusparse,1024,2,low,random,8,1,0.14378,0.17139,0.15090,0.23170,232.43980,1,0
slot_grouped_cublas,1024,2,low,random,8,1,0.30800,0.34064,0.33230,0.36540,108.50410,2,0
row_owned_hybrid,1024,2,low,random,16,1,0.04573,0.05968,0.05200,0.07030,1461.65425,1,0
row_owned_scalar,1024,2,low,random,16,1,0.06586,0.06749,0.07050,0.07240,1014.91930,1,0
